coin,symbol,candle_open_time_utc,candle_close_time_utc,open,high,low,close,volume,quote_volume,trade_count,source,source_interval,source_symbol,is_complete,ingested_at_utc,date
Bitcoin,BTCUSDT,2020-02-26T00:00:00Z,2020-02-26T23:59:59Z,9316.48,9377.44,8633.63,8785.25,92130.345482,830717784.3790948,871018,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-02-26
Bitcoin,BTCUSDT,2020-02-27T00:00:00Z,2020-02-27T23:59:59Z,8786.0,8971.77,8531.0,8823.21,72483.578762,636955872.7625463,696646,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-02-27
Bitcoin,BTCUSDT,2020-02-28T00:00:00Z,2020-02-28T23:59:59Z,8823.25,8900.0,8445.0,8692.91,71155.208977,615664817.0103912,655727,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-02-28
Bitcoin,BTCUSDT,2020-02-29T00:00:00Z,2020-02-29T23:59:59Z,8690.8,8790.0,8523.55,8523.61,36748.183035,318585951.9885324,414175,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-02-29
Bitcoin,BTCUSDT,2020-03-01T00:00:00Z,2020-03-01T23:59:59Z,8523.61,8750.0,8411.0,8531.88,43892.201779,375729315.25408256,472019,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-01
Bitcoin,BTCUSDT,2020-03-02T00:00:00Z,2020-03-02T23:59:59Z,8530.3,8965.75,8498.0,8915.24,60401.31773,528906629.5628192,564535,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-02
Bitcoin,BTCUSDT,2020-03-03T00:00:00Z,2020-03-03T23:59:59Z,8911.18,8919.65,8651.0,8760.07,55154.997282,484181096.3229558,512762,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-03
Bitcoin,BTCUSDT,2020-03-04T00:00:00Z,2020-03-04T23:59:59Z,8760.07,8848.29,8660.0,8750.87,38696.482578,338849891.95293546,454817,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-04
Bitcoin,BTCUSDT,2020-03-05T00:00:00Z,2020-03-05T23:59:59Z,8750.99,9159.42,8746.54,9054.68,58201.866355,524102029.20478296,619552,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-05
Bitcoin,BTCUSDT,2020-03-06T00:00:00Z,2020-03-06T23:59:59Z,9054.64,9170.0,8985.5,9131.88,43782.948044,397598476.42056286,493216,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-06
Bitcoin,BTCUSDT,2020-03-07T00:00:00Z,2020-03-07T23:59:59Z,9130.89,9188.0,8835.0,8886.66,45422.204525,409983263.789138,485400,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-07
Bitcoin,BTCUSDT,2020-03-08T00:00:00Z,2020-03-08T23:59:59Z,8885.25,8886.76,8000.0,8033.31,77537.315166,656931544.7821604,740741,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-08
Bitcoin,BTCUSDT,2020-03-09T00:00:00Z,2020-03-09T23:59:59Z,8034.76,8179.31,7632.01,7929.87,116968.863268,918787729.0855838,929234,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-09
Bitcoin,BTCUSDT,2020-03-10T00:00:00Z,2020-03-10T23:59:59Z,7929.87,8149.0,7728.01,7894.56,86783.443875,689700153.4490932,737528,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-10
Bitcoin,BTCUSDT,2020-03-11T00:00:00Z,2020-03-11T23:59:59Z,7894.57,7980.0,7590.0,7934.52,79942.411172,624465167.3648188,699401,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-11
Bitcoin,BTCUSDT,2020-03-12T00:00:00Z,2020-03-12T23:59:59Z,7934.58,7966.17,4410.0,4800.0,261505.608653,1628590104.2222133,1770812,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-12
Bitcoin,BTCUSDT,2020-03-13T00:00:00Z,2020-03-13T23:59:59Z,4800.01,5955.0,3782.13,5578.6,402201.673764,2063819540.6389947,2309830,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-13
Bitcoin,BTCUSDT,2020-03-14T00:00:00Z,2020-03-14T23:59:59Z,5576.05,5640.52,5055.13,5172.06,136910.135974,736651880.9210789,1106125,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-14
Bitcoin,BTCUSDT,2020-03-15T00:00:00Z,2020-03-15T23:59:59Z,5172.48,5940.0,5093.1,5361.3,139916.146534,753755706.4268771,1037714,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-15
Bitcoin,BTCUSDT,2020-03-16T00:00:00Z,2020-03-16T23:59:59Z,5360.33,5365.42,4442.12,5028.97,227276.92276,1113690309.1015868,1608176,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-16
Bitcoin,BTCUSDT,2020-03-17T00:00:00Z,2020-03-17T23:59:59Z,5028.86,5525.0,4921.45,5312.64,150089.926318,793147908.2684975,1069217,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-17
Bitcoin,BTCUSDT,2020-03-18T00:00:00Z,2020-03-18T23:59:59Z,5312.64,5436.17,5009.37,5393.04,137127.634894,719748122.45302,962843,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-18
Bitcoin,BTCUSDT,2020-03-19T00:00:00Z,2020-03-19T23:59:59Z,5393.26,6400.0,5252.53,6162.37,199020.873439,1164739707.514236,1403608,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-19
Bitcoin,BTCUSDT,2020-03-20T00:00:00Z,2020-03-20T23:59:59Z,6162.05,6900.0,5670.0,6208.36,219298.329514,1401734013.175202,1580069,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-20
Bitcoin,BTCUSDT,2020-03-21T00:00:00Z,2020-03-21T23:59:59Z,6204.57,6456.98,5860.02,6186.98,128913.668363,794962136.6384171,990974,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-21
Bitcoin,BTCUSDT,2020-03-22T00:00:00Z,2020-03-22T23:59:59Z,6187.04,6407.87,5734.01,5816.19,119115.990527,722895653.5100614,952259,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-22
Bitcoin,BTCUSDT,2020-03-23T00:00:00Z,2020-03-23T23:59:59Z,5816.05,6600.0,5688.0,6467.31,164674.215785,1015525672.0743864,1099406,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-23
Bitcoin,BTCUSDT,2020-03-24T00:00:00Z,2020-03-24T23:59:59Z,6465.25,6833.0,6371.33,6744.72,151138.009878,1001890515.2399886,1012669,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-24
Bitcoin,BTCUSDT,2020-03-25T00:00:00Z,2020-03-25T23:59:59Z,6744.69,6957.96,6450.0,6677.43,132155.734989,880250736.9079887,912179,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-25
Bitcoin,BTCUSDT,2020-03-26T00:00:00Z,2020-03-26T23:59:59Z,6677.42,6780.0,6510.0,6737.36,83026.555211,552537189.4793514,668467,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-26
Bitcoin,BTCUSDT,2020-03-27T00:00:00Z,2020-03-27T23:59:59Z,6737.27,6842.59,6261.0,6359.11,82914.968354,551326113.8552039,643631,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-27
Bitcoin,BTCUSDT,2020-03-28T00:00:00Z,2020-03-28T23:59:59Z,6359.11,6360.0,6024.0,6236.65,93159.693429,577986706.1289365,725588,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-28
Bitcoin,BTCUSDT,2020-03-29T00:00:00Z,2020-03-29T23:59:59Z,6236.65,6266.0,5866.56,5881.42,63311.627714,383707122.50096285,496709,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-29
Bitcoin,BTCUSDT,2020-03-30T00:00:00Z,2020-03-30T23:59:59Z,5880.5,6599.0,5857.76,6394.38,118889.549992,747569726.4544197,784034,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-30
Bitcoin,BTCUSDT,2020-03-31T00:00:00Z,2020-03-31T23:59:59Z,6394.45,6523.23,6321.4,6410.44,72337.595259,465780496.6224872,538231,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-03-31
Bitcoin,BTCUSDT,2020-04-01T00:00:00Z,2020-04-01T23:59:59Z,6412.14,6679.94,6150.11,6642.92,97500.7524,618527468.834164,758061,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-01
Bitcoin,BTCUSDT,2020-04-02T00:00:00Z,2020-04-02T23:59:59Z,6643.36,7198.0,6551.0,6794.09,149299.906871,1014494762.4416422,1101043,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-02
Bitcoin,BTCUSDT,2020-04-03T00:00:00Z,2020-04-03T23:59:59Z,6793.86,7048.0,6602.1,6734.1,104080.276939,710254017.100272,840456,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-03
Bitcoin,BTCUSDT,2020-04-04T00:00:00Z,2020-04-04T23:59:59Z,6732.97,6990.41,6650.01,6856.99,72990.861139,495076283.5209042,659051,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-04
Bitcoin,BTCUSDT,2020-04-05T00:00:00Z,2020-04-05T23:59:59Z,6857.41,6895.54,6677.52,6772.78,49685.356983,337062083.002028,506433,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-05
Bitcoin,BTCUSDT,2020-04-06T00:00:00Z,2020-04-06T23:59:59Z,6772.78,7355.14,6765.0,7329.9,118052.000832,837357664.6519214,956586,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-06
Bitcoin,BTCUSDT,2020-04-07T00:00:00Z,2020-04-07T23:59:59Z,7329.9,7459.69,7077.0,7197.32,103585.168918,757201786.6976631,924436,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-07
Bitcoin,BTCUSDT,2020-04-08T00:00:00Z,2020-04-08T23:59:59Z,7197.32,7420.0,7150.0,7361.28,76059.145838,555122600.275026,750516,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-08
Bitcoin,BTCUSDT,2020-04-09T00:00:00Z,2020-04-09T23:59:59Z,7360.26,7371.92,7108.08,7283.54,61094.872417,444741085.9037586,686207,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-09
Bitcoin,BTCUSDT,2020-04-10T00:00:00Z,2020-04-10T23:59:59Z,7283.54,7295.75,6739.98,6858.92,104674.623375,727281590.7719399,949050,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-10
Bitcoin,BTCUSDT,2020-04-11T00:00:00Z,2020-04-11T23:59:59Z,6858.92,6944.3,6760.0,6876.83,45470.293206,311699573.516674,484618,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-11
Bitcoin,BTCUSDT,2020-04-12T00:00:00Z,2020-04-12T23:59:59Z,6876.84,7177.0,6780.0,6903.79,73868.666501,516235035.1865113,648323,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-12
Bitcoin,BTCUSDT,2020-04-13T00:00:00Z,2020-04-13T23:59:59Z,6903.79,6903.79,6575.0,6837.91,96415.476573,649390681.2485026,804179,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-13
Bitcoin,BTCUSDT,2020-04-14T00:00:00Z,2020-04-14T23:59:59Z,6838.04,6978.0,6754.28,6868.7,69068.623285,474794776.19211113,608665,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-14
Bitcoin,BTCUSDT,2020-04-15T00:00:00Z,2020-04-15T23:59:59Z,6868.57,6933.0,6605.0,6621.24,61571.384994,416947490.61569566,581374,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-15
Bitcoin,BTCUSDT,2020-04-16T00:00:00Z,2020-04-16T23:59:59Z,6621.25,7190.0,6468.27,7101.94,125009.857539,865277543.3946935,971163,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-16
Bitcoin,BTCUSDT,2020-04-17T00:00:00Z,2020-04-17T23:59:59Z,7101.99,7148.12,6972.98,7027.55,54126.509763,382334236.1694789,537554,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-17
Bitcoin,BTCUSDT,2020-04-18T00:00:00Z,2020-04-18T23:59:59Z,7026.78,7293.08,7014.4,7248.6,49488.542819,354845083.7761889,494670,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-18
Bitcoin,BTCUSDT,2020-04-19T00:00:00Z,2020-04-19T23:59:59Z,7248.6,7266.15,7055.6,7120.74,45664.86393,326485586.9317384,483574,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-19
Bitcoin,BTCUSDT,2020-04-20T00:00:00Z,2020-04-20T23:59:59Z,7121.4,7220.0,6751.0,6826.83,90149.49137,629612368.7476892,785174,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-20
Bitcoin,BTCUSDT,2020-04-21T00:00:00Z,2020-04-21T23:59:59Z,6828.98,6940.0,6762.0,6841.37,60109.710808,411800606.0815972,555797,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-21
Bitcoin,BTCUSDT,2020-04-22T00:00:00Z,2020-04-22T23:59:59Z,6841.36,7156.38,6818.0,7125.14,61486.377334,431271646.1755991,508659,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-22
Bitcoin,BTCUSDT,2020-04-23T00:00:00Z,2020-04-23T23:59:59Z,7125.12,7738.0,7020.0,7482.39,102773.569561,756320213.5858521,881099,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-23
Bitcoin,BTCUSDT,2020-04-24T00:00:00Z,2020-04-24T23:59:59Z,7483.96,7615.96,7388.0,7505.0,60182.119939,452118137.7940016,601093,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-24
Bitcoin,BTCUSDT,2020-04-25T00:00:00Z,2020-04-25T23:59:59Z,7505.0,7705.0,7431.07,7538.67,43874.427726,331292050.77197313,521943,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-25
Bitcoin,BTCUSDT,2020-04-26T00:00:00Z,2020-04-26T23:59:59Z,7539.03,7700.0,7480.0,7693.1,50522.616209,384202783.2747096,554480,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-26
Bitcoin,BTCUSDT,2020-04-27T00:00:00Z,2020-04-27T23:59:59Z,7693.1,7792.02,7606.0,7774.62,65441.339576,504025811.6512536,637800,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-27
Bitcoin,BTCUSDT,2020-04-28T00:00:00Z,2020-04-28T23:59:59Z,7773.51,7780.0,7659.12,7738.98,46302.752638,357391780.9307627,499414,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-28
Bitcoin,BTCUSDT,2020-04-29T00:00:00Z,2020-04-29T23:59:59Z,7738.58,8952.89,7710.05,8778.57,183546.887514,1536390177.0449488,1433128,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-29
Bitcoin,BTCUSDT,2020-04-30T00:00:00Z,2020-04-30T23:59:59Z,8778.58,9460.0,8401.0,8620.0,206277.214124,1839283907.46252,1661554,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-04-30
Bitcoin,BTCUSDT,2020-05-01T00:00:00Z,2020-05-01T23:59:59Z,8620.0,9059.18,8613.56,8826.96,91468.815059,805640126.6308703,865960,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-01
Bitcoin,BTCUSDT,2020-05-02T00:00:00Z,2020-05-02T23:59:59Z,8825.67,9010.0,8753.0,8972.05,59002.08755,523838859.5442492,637884,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-02
Bitcoin,BTCUSDT,2020-05-03T00:00:00Z,2020-05-03T23:59:59Z,8972.58,9200.0,8712.0,8894.16,90126.065643,808427095.9321591,877460,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-03
Bitcoin,BTCUSDT,2020-05-04T00:00:00Z,2020-05-04T23:59:59Z,8894.15,8950.0,8522.0,8871.96,84418.512331,738343818.6939254,848802,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-04
Bitcoin,BTCUSDT,2020-05-05T00:00:00Z,2020-05-05T23:59:59Z,8871.92,9118.58,8760.0,9021.83,76480.765342,683083018.8779808,812543,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-05
Bitcoin,BTCUSDT,2020-05-06T00:00:00Z,2020-05-06T23:59:59Z,9021.36,9395.0,8906.21,9142.92,105925.30242,972793508.4649074,1007661,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-06
Bitcoin,BTCUSDT,2020-05-07T00:00:00Z,2020-05-07T23:59:59Z,9143.4,10067.0,9021.0,9986.4,147154.611378,1409783462.006364,1254835,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-07
Bitcoin,BTCUSDT,2020-05-08T00:00:00Z,2020-05-08T23:59:59Z,9986.3,10035.96,9705.0,9800.01,100683.7964,997005843.7404792,967816,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-08
Bitcoin,BTCUSDT,2020-05-09T00:00:00Z,2020-05-09T23:59:59Z,9800.02,9914.25,9520.0,9539.4,81950.679567,795001351.6797024,839384,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-09
Bitcoin,BTCUSDT,2020-05-10T00:00:00Z,2020-05-10T23:59:59Z,9539.1,9574.83,8117.0,8722.77,183865.182028,1594996476.9756367,1565771,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-10
Bitcoin,BTCUSDT,2020-05-11T00:00:00Z,2020-05-11T23:59:59Z,8722.77,9168.0,8200.0,8561.52,168807.251832,1468392820.7608037,1367382,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-11
Bitcoin,BTCUSDT,2020-05-12T00:00:00Z,2020-05-12T23:59:59Z,8562.04,8978.26,8528.78,8810.79,86522.780066,760195457.0509585,784859,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:44.554250+00:00,2020-05-12
Bitcoin,BTCUSDT,2020-05-13T00:00:00Z,2020-05-13T23:59:59Z,8810.99,9398.0,8792.99,9309.37,92466.274018,839725719.9602077,869216,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-13
Bitcoin,BTCUSDT,2020-05-14T00:00:00Z,2020-05-14T23:59:59Z,9309.35,9939.0,9256.76,9791.98,129565.37747,1247456797.813666,1199530,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-14
Bitcoin,BTCUSDT,2020-05-15T00:00:00Z,2020-05-15T23:59:59Z,9791.97,9845.62,9150.0,9316.42,115890.761516,1099721375.8919055,1055630,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-15
Bitcoin,BTCUSDT,2020-05-16T00:00:00Z,2020-05-16T23:59:59Z,9315.96,9588.0,9220.0,9381.27,59587.627862,560547005.0259086,692028,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-16
Bitcoin,BTCUSDT,2020-05-17T00:00:00Z,2020-05-17T23:59:59Z,9380.81,9888.0,9322.1,9680.04,68647.764323,663088800.815278,722718,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-17
Bitcoin,BTCUSDT,2020-05-18T00:00:00Z,2020-05-18T23:59:59Z,9681.11,9950.0,9464.23,9733.93,82006.603583,797622297.3261682,794292,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-18
Bitcoin,BTCUSDT,2020-05-19T00:00:00Z,2020-05-19T23:59:59Z,9733.93,9897.21,9474.0,9775.53,78539.760454,760713946.0085461,773581,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-19
Bitcoin,BTCUSDT,2020-05-20T00:00:00Z,2020-05-20T23:59:59Z,9775.13,9842.0,9326.0,9511.43,74923.73809,721190802.7634026,731189,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-20
Bitcoin,BTCUSDT,2020-05-21T00:00:00Z,2020-05-21T23:59:59Z,9511.43,9578.47,8815.0,9068.65,108928.780969,1002046265.9412596,951971,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-21
Bitcoin,BTCUSDT,2020-05-22T00:00:00Z,2020-05-22T23:59:59Z,9067.51,9271.0,8933.52,9170.0,58943.131024,537847834.4967086,693694,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-22
Bitcoin,BTCUSDT,2020-05-23T00:00:00Z,2020-05-23T23:59:59Z,9170.0,9307.85,9070.0,9179.15,43526.296966,400407195.6289224,512460,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-23
Bitcoin,BTCUSDT,2020-05-24T00:00:00Z,2020-05-24T23:59:59Z,9179.01,9298.0,8700.0,8720.34,70379.86645,636787240.3733248,774088,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-24
Bitcoin,BTCUSDT,2020-05-25T00:00:00Z,2020-05-25T23:59:59Z,8718.14,8979.66,8642.72,8900.35,62833.910949,553545285.9140139,733557,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-25
Bitcoin,BTCUSDT,2020-05-26T00:00:00Z,2020-05-26T23:59:59Z,8900.35,9017.67,8700.0,8841.18,58299.770138,516455128.890688,678304,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-26
Bitcoin,BTCUSDT,2020-05-27T00:00:00Z,2020-05-27T23:59:59Z,8841.0,9225.0,8811.73,9204.07,68910.355514,624660855.7800369,662850,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-27
Bitcoin,BTCUSDT,2020-05-28T00:00:00Z,2020-05-28T23:59:59Z,9204.07,9625.47,9110.0,9575.89,74110.787662,693930106.1813825,738725,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-28
Bitcoin,BTCUSDT,2020-05-29T00:00:00Z,2020-05-29T23:59:59Z,9575.87,9605.26,9330.0,9427.07,57374.362961,542758086.6064701,593705,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-29
Bitcoin,BTCUSDT,2020-05-30T00:00:00Z,2020-05-30T23:59:59Z,9426.6,9740.0,9331.23,9697.72,55665.27254,530598690.0714505,651290,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-30
Bitcoin,BTCUSDT,2020-05-31T00:00:00Z,2020-05-31T23:59:59Z,9697.72,9700.0,9381.41,9448.27,48333.786403,461272298.85252047,651473,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-05-31
Bitcoin,BTCUSDT,2020-06-01T00:00:00Z,2020-06-01T23:59:59Z,9448.27,10380.0,9421.67,10200.77,76649.12696,749707596.6593573,826964,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-01
Bitcoin,BTCUSDT,2020-06-02T00:00:00Z,2020-06-02T23:59:59Z,10202.71,10228.99,9266.0,9518.04,108970.773151,1070060237.1302092,1004312,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-02
Bitcoin,BTCUSDT,2020-06-03T00:00:00Z,2020-06-03T23:59:59Z,9518.02,9690.0,9365.21,9666.24,46252.644939,441928818.0430156,562784,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-03
Bitcoin,BTCUSDT,2020-06-04T00:00:00Z,2020-06-04T23:59:59Z,9666.32,9881.63,9450.0,9789.06,57456.100969,557234945.6467389,665881,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-04
Bitcoin,BTCUSDT,2020-06-05T00:00:00Z,2020-06-05T23:59:59Z,9788.14,9854.75,9581.0,9621.16,47788.05005,465200788.2036338,566062,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-05
Bitcoin,BTCUSDT,2020-06-06T00:00:00Z,2020-06-06T23:59:59Z,9621.17,9735.0,9531.05,9666.3,32752.950893,315604867.236149,435796,Binance Spot public market-data REST API,1d,BTCUSDT,1,2026-04-05T13:06:46.422314+00:00,2020-06-06
